UAL_promoter,Plate,Well,Strand,Reports_genes,Gene,Operon,Operon_name,Duplicated_reporting,Amplicons
ndh,3,G4,1,ndh,ndh,NA,NA,NA,1
ndk,20,D6,-1,ndk,ndk,NA,NA,NA,1
nfnB,13,E8,-1,nfsB,nfsB,NA,NA,NA,1
nfo,12,G12,1,nfo,nfo,NA,NA,NA,1
nfrB,14,A2,-1,"nfrB,nfrA",NA,"nfrB,nfrA",nfrBA,NA,1
nhaA,13,D9,1,"nhaA,nhaR",NA,"nhaA,nhaR",nhaAR,NA,1
nhoA,12,D6,1,nhoA,nhoA,NA,NA,NA,1
nlpA,9,B4,-1,nlpA,nlpA,NA,NA,NA,1
nlpC,9,A2,-1,nlpC,nlpC,NA,NA,NA,1
nlpD,9,A6,-1,"nlpD,rpoS",NA,"nlpD,rpoS",nlpD-rpoS,rpoS,1
nlpI,11,C5,-1,nlpI,nlpI,NA,NA,NA,1
nmpC,15,A9,-1,nmpC,nmpC,NA,NA,NA,1
nohA,16,F2,-1,"nohA,ydfN,tfaQ",NA,"nohA,ydfN,tfaQ",nohA-ydfN-tfaQ,NA,1
nohB,9,G6,1,nohB,nohB,NA,NA,NA,1
norR,4,A9,-1,norR,norR,NA,NA,NA,1
norV,3,E10,1,"norV,norW",NA,"norV,norW",norVW,NA,1
nrdB,18,A8,1,nrdB,nrdB,NA,NA,NA,1
nrdD,17,E10,-1,"nrdD,nrdG",NA,"nrdD,nrdG",nrdDG,nrdG,1
nrdG,6,B8,-1,nrdG,nrdG,NA,NA,nrdG,1
nrdH,18,A9,1,"nrdH,nrdI,nrdE,nrdF",NA,"nrdH,nrdI,nrdE,nrdF",nrdHIEF,NA,1
nrfA,3,F12,1,"nrfA,nrfB,nrfC,nrfD,nrfE,nrfF,nrfG",NA,"nrfA,nrfB,nrfC,nrfD,nrfE,nrfF,nrfG",nrfABCDEFG,nrfE,1
nrfE,3,G8,1,nrfE,nrfE,NA,NA,nrfE,1
nudB,6,B1,-1,"nudB,yebC,ruvC",NA,"nudB,yebC,ruvC",nudB-yebC-ruvC,NA,1
nudC,19,H3,1,"nudC,hemE,nfi",NA,"nudC,hemE,nfi",nudC-hemE-nfi,NA,1
nudE,4,A6,-1,nudE,nudE,NA,NA,NA,1
nudF,11,D12,-1,"nudF,yqiB,cpdA,yqiA,parE",NA,"nudF,yqiB,cpdA,yqiA,parE",nudF-yqiB-cpdA-yqiA-parE,cpdA,1
nudG,10,F8,1,nudG,nudG,NA,NA,NA,1
nudH,13,B7,-1,"rppH,ptsP",NA,"rppH,ptsP",rppH-ptsP,NA,1
nuoM,4,A1,-1,nuoM,nuoM,NA,NA,NA,1
nupC,16,G11,1,nupC,nupC,NA,NA,NA,1
nupG,16,E8,1,nupG,nupG,NA,NA,nupG,1
nupX,14,H9,-1,nupX,nupX,NA,NA,NA,1
ompA,18,H3,-1,ompA,ompA,NA,NA,NA,1
ompC,20,D5,-1,ompC,ompC,NA,NA,NA,1
ompG,18,E7,1,ompG,ompG,NA,NA,NA,1
ompN,12,C6,-1,ompN,ompN,NA,NA,NA,1
ompR,20,C4,-1,"ompR,envZ",NA,"ompR,envZ",ompR-envZ,NA,1
ompT,18,H2,-1,ompT,ompT,NA,NA,ompT,1
ompW,16,D12,1,ompW,ompW,NA,NA,NA,1
ompX,18,D10,1,ompX,ompX,NA,NA,NA,1
oppA,15,B7,NA,NA,NA,NA,NA,NA,NA
oppB,14,E2,1,oppB,oppB,NA,NA,NA,1
osmB,11,C1,-1,osmB,osmB,NA,NA,NA,1
osmC,4,H7,1,osmC,osmC,NA,NA,NA,1
osmE,18,C2,-1,osmE,osmE,NA,NA,NA,1
otsB,11,C4,-1,"otsB,otsA",NA,"otsB,otsA",otsBA,NA,1
oxyR,20,D1,1,oxyR,oxyR,NA,NA,NA,1
paaX,11,F12,1,"paaX,paaY",NA,"paaX,paaY",paaXY,NA,1
pabC,7,F4,1,"pabC,mltG,tmk,holB,ycfH",NA,"pabC,mltG,tmk,holB,ycfH",pabC-mltG-tmk-holB-ycfH,NA,1
pagB,2,E11,-1,yjbD,yjbD,NA,NA,NA,1
panB,17,E1,-1,"panB,panC",NA,"panB,panC",panBC,NA,1
panD,18,B12,-1,panD,panD,NA,NA,NA,1
panE,9,H6,-1,"panE,yajL",NA,"panE,yajL",panE-yajL,NA,1
parC,9,G12,-1,parC,parC,NA,NA,NA,1
pbpG,18,H7,-1,pbpG,pbpG,NA,NA,NA,1
pck,12,A10,1,pck,pck,NA,NA,NA,1
pcnB,8,D7,-1,"pcnB,folK",NA,"pcnB,folK",pcnB-folK,NA,1
pdhR,2,A7,1,"pdhR,aceE,aceF,lpd",NA,"pdhR,aceE,aceF,lpd",pdhR-aceEF-lpd,lpd,1
pdxB,11,D11,-1,"pdxB,usg,truA,dedA",NA,"pdxB,usg,truA,dedA",pdxB-usg-truA-dedA,"usg,dedA",1
pdxH,17,E4,-1,"pdxH,tyrS,pdxY",NA,"pdxH,tyrS,pdxY",pdxH-tyrS-pdxY,"tyrS,pdxY",1
pdxK,18,C5,-1,pdxK,pdxK,NA,NA,NA,1
pdxY,6,A11,-1,pdxY,pdxY,NA,NA,pdxY,1
pepB,6,D2,-1,pepB,pepB,NA,NA,NA,1
pepD,4,G2,-1,pepD,pepD,NA,NA,NA,1
pepE,4,G11,-1,pepE,pepE,NA,NA,NA,1
pepN,10,G4,1,pepN,pepN,NA,NA,NA,1
pepQ,10,G12,1,"pepQ,yigZ,trkH,hemG",NA,"pepQ,yigZ,trkH,hemG",pepQ-yigZ-trkH-hemG,hemG,1
pepT,14,B8,1,pepT,pepT,NA,NA,NA,1
perR,14,F7,-1,perR,perR,NA,NA,NA,1
pfkA,1,G2,1,pfkA,pfkA,NA,NA,NA,1
pfkB,2,A4,1,pfkB,pfkB,NA,NA,NA,1
pflA,3,H11,-1,pflA,pflA,NA,NA,NA,1
pgi,2,C6,1,pgi,pgi,NA,NA,NA,1
pgk,5,F12,-1,pgk,pgk,NA,NA,NA,1
pgmI,18,D4,1,"gpmM,envC,yibQ",NA,"gpmM,envC,yibQ",gpmM-envC-yibQ,NA,1
pgpB,8,G8,1,pgpB,pgpB,NA,NA,NA,1
pgsA,9,A4,-1,pgsA,pgsA,NA,NA,NA,1
pheL,1,B3,1,"pheL,pheA",NA,"pheL,pheA",pheLA,NA,1
pheM,10,B8,-1,pheM,pheM,NA,NA,NA,1
pheP,16,E6,1,pheP,pheP,NA,NA,NA,1
pheS,1,C11,-1,pheS,pheS,NA,NA,NA,1
phnC,14,D8,-1,"phnC,phnD,phnE_1,phnE_2,phnF,phnG,phnH,phnI,phnJ,phnK,phnL,phnM,phnN,phnO,phnP",NA,"phnC,phnD,phnE_1,phnE_2,phnF,phnG,phnH,phnI,phnJ,phnK,phnL,phnM,phnN,phnO,phnP",phnCDE_1E_2FGHIJKLMNOP,phnL,1
phnL,6,B7,-1,phnL,phnL,NA,NA,phnL,1
phnQ,3,B9,-1,NA,NA,NA,NA,NA,1
phoA,20,G8,1,"phoA,psiF",NA,"phoA,psiF",phoA-psiF,psiF,1
phoB,20,H9,1,"phoB,phoR",NA,"phoB,phoR",phoBR,phoR,1
phoH,6,F12,1,phoH,phoH,NA,NA,NA,1
phoP,5,F9,-1,"phoP,phoQ",NA,"phoP,phoQ",phoPQ,NA,1
phoR,20,A7,1,phoR,phoR,NA,NA,phoR,1
pinE,4,E9,1,pinE,pinE,NA,NA,NA,1
pinH,10,A8,-1,pinH,pinH,pinH,pinH,NA,1
pinR,17,F5,-1,pinR,pinR,NA,NA,NA,1
pitA,16,H3,1,pitA,pitA,NA,NA,NA,1
pitB,17,A2,-1,pitB,pitB,NA,NA,NA,1
pldA,6,G12,1,pldA,pldA,NA,NA,NA,1
pldB,6,H2,1,"pldB,yigL",NA,"pldB,yigL",pldB-yigL,NA,1
plsB,9,F4,-1,plsB,plsB,NA,NA,NA,1
plsC,9,A9,-1,plsC,plsC,NA,NA,NA,1
plsX,9,D4,1,plsX,plsX,NA,NA,NA,1
pmbA,8,H11,1,pmbA,pmbA,NA,NA,NA,1
pmrD,13,E11,-1,pmrD,pmrD,NA,NA,NA,1
pncB,4,G1,-1,pncB,pncB,NA,NA,NA,1
pnp,8,E3,-1,pnp,pnp,NA,NA,NA,1
pntA,6,H8,-1,"pntA,pntB",NA,"pntA,pntB",pntAB,NA,1
polA,11,H8,1,polA,polA,NA,NA,NA,1
polB,20,E6,-1,polB,polB,NA,NA,NA,1
potA,14,G9,-1,"potA,potB,potC,potD",NA,"potA,potB,potC,potD",potABCD,NA,1
potF,15,B6,1,"potF,potG,potH,potI",NA,"potF,potG,potH,potI",potFGHI,NA,1
poxB,3,B1,-1,"poxB,ltaE,ybjT",NA,"poxB,ltaE,ybjT",poxB-ltaE-ybjT,NA,1
ppa,15,E12,-1,ppa,ppa,NA,NA,NA,1
ppdD,8,C11,-1,"ppdD,hofB,hofC",NA,"ppdD,hofB,hofC",ppdD-hofBC,NA,1
pphA,17,G7,-1,"pphA,sdsR","pphA,sdsR",sdsR,sdsR,NA,1
ppiA,16,G6,-1,ppiA,ppiA,NA,NA,NA,1
ppiB,10,E5,-1,"ppiB,lpxH",NA,"ppiB,lpxH",ppiB-lpxH,NA,1
ppiC,9,F9,-1,ppiC,ppiC,NA,NA,NA,1
ppiD,11,G6,1,ppiD,ppiD,NA,NA,NA,1
pppA,4,C12,-1,pppA,pppA,NA,NA,NA,1
pqiA,7,D11,1,"pqiA,pqiB",NA,"pqiA,pqiB",pqiAB,NA,1
prfB,9,A8,-1,prfB,prfB,NA,NA,NA,1
prfC,9,D7,1,prfC,prfC,NA,NA,NA,1
priA,9,H9,-1,priA,priA,NA,NA,NA,1
priC,11,H12,-1,"priC,ybaM",NA,"priC,ybaM",priC-ybaM,NA,1
prlC,4,G7,-1,"prlC,rsmJ",NA,"prlC,rsmJ",prlC-rsmJ,NA,1
prmB,1,E9,NA,NA,NA,NA,NA,NA,NA
proB,1,A7,1,NA,NA,NA,NA,NA,0
proL,8,B6,1,proL,proL,NA,NA,NA,1
proQ,17,G6,-1,"proQ,prc",NA,"proQ,prc",proQ-prc,NA,1
proS,10,B5,-1,proS,proS,NA,NA,NA,1
proX,11,A5,1,proX,proX,NA,NA,NA,1
prpB,8,A5,1,"prpB,prpC,prpD,prpE",NA,"prpB,prpC,prpD,prpE",prpBCDE,NA,1
prpC,13,D3,1,NA,NA,NA,NA,NA,3
prpR,8,F4,-1,prpR,prpR,NA,NA,NA,1
psd,9,B11,-1,NA,NA,NA,NA,NA,0
psiE,18,F7,1,psiE,psiE,NA,NA,NA,1
psiF,6,F6,1,psiF,psiF,NA,NA,psiF,1
pspB,7,C11,1,pspB,pspB,NA,NA,NA,1
pspE,7,F9,1,pspE,pspE,NA,NA,NA,1
pspF,15,D6,-1,pspF,pspF,NA,NA,NA,1
pstC,14,D6,-1,pstC,pstC,NA,NA,pstC,1
pstS,20,G2,-1,"pstS,pstC,pstA,pstB,phoU",NA,"pstS,pstC,pstA,pstB,phoU",pstSCAB-phoU,pstC,1
pth,12,A3,-1,"pth,ychF",NA,"pth,ychF",pth-ychF,ychF,1
ptrB,4,D11,-1,ptrB,ptrB,NA,NA,NA,1
ptsA,16,D8,-1,NA,NA,NA,NA,NA,1
ptsG,1,F11,1,ptsG,ptsG,NA,NA,NA,1
purM,5,E1,1,"purM,purN",NA,"purM,purN",purMN,NA,1
purT,12,D11,1,purT,purT,NA,NA,NA,1
pykF,2,A8,1,pykF,pykF,NA,NA,NA,1
pyrB,9,H4,-1,pyrB,pyrB,NA,NA,NA,1
pyrC,9,G10,-1,pyrC,pyrC,NA,NA,NA,1
pyrG,6,B3,-1,"pyrG,eno",NA,"pyrG,eno",pyrG-eno,eno,1
pyrH,6,F5,1,pyrH,pyrH,NA,NA,NA,1
qseB,8,G3,1,"qseB,qseC",NA,"qseB,qseC",qseBC,NA,1
racC,14,H4,-1,racC,racC,NA,NA,NA,1
racR,15,H8,-1,racR,racR,NA,NA,NA,1
rbfA,9,A10,-1,NA,NA,NA,NA,NA,0
rbsD,16,H12,1,"rbsD,rbsA,rbsC,rbsB,rbsK,rbsR",NA,"rbsD,rbsA,rbsC,rbsB,rbsK,rbsR",rbsDACBKR,NA,1
rcsA,18,E9,1,rcsA,rcsA,NA,NA,NA,1
rcsC,19,B5,-1,rcsC,rcsC,NA,NA,NA,1
rcsF,18,G11,-1,"rcsF,trmO",NA,"rcsF,trmO",rcsF-trmO,NA,1
rdoA,12,A9,1,"rdoA,dsbA",NA,"rdoA,dsbA",rdoA-dsbA,NA,1
recA,20,G5,-1,"recA,recX",NA,"recA,recX",recAX,recX,1
recE,4,D9,-1,"recE,recT,ralR,ydaC,xisR,intR",NA,"recE,recT,ralR,ydaC,xisR,intR",recET-ralR-ydaC-xisR-intR,NA,1
recN,12,H2,1,NA,NA,NA,NA,NA,0
recX,6,D7,-1,recX,recX,NA,NA,recX,1
relA,20,B4,-1,"relA,mazE,mazF,mazG",NA,"relA,mazE,mazF,mazG",relA-mazEFG,"mazE,mazG",1
relB,20,C5,-1,"relB,relE,hokD",NA,"relB,relE,hokD",relBE-hokD,NA,1
renD,1,G6,1,"renD,emrE",NA,"renD,emrE",renD-emrE,"renD,emrE",1
rfaD,18,E3,1,"rfaD,waaF,waaC,waaL",NA,"rfaD,waaF,waaC,waaL",rfaD-waaFCL,NA,1
rfaH,9,E7,-1,rfaH,rfaH,NA,NA,NA,1
rfaQ,9,E12,-1,"waaQ,waaG,waaP,waaS,waaB,waaO,waaJ,waaY,waaZ,waaU",NA,"waaQ,waaG,waaP,waaS,waaB,waaO,waaJ,waaY,waaZ,waaU",waaQGPSBOJYZU,waaZ,1
rfaZ,9,B3,-1,waaZ,waaZ,NA,NA,waaZ,1
rfbA,4,C2,-1,rfbA,rfbA,NA,NA,rfbA,1
rfbB,4,C4,-1,"rfbB,rfbD,rfbA,rfbC,rfbX",NA,"rfbB,rfbD,rfbA,rfbC,rfbX",rfbBDACX,rfbA,1
rfe,5,A11,1,"rfe,wzzE,wecB,wecC,rffG,rffH,rffC,wecE,wzxE,rffT,wzyE,rffM",NA,"rfe,wzzE,wecB,wecC,rffG,rffH,rffC,wecE,wzxE,rffT,wzyE,rffM",rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,wzyE,1
rffC,9,D5,1,wecD,wecD,NA,NA,NA,1
rhaB,20,E12,-1,"rhaB,rhaA,rhaD",NA,"rhaB,rhaA,rhaD",rhaBAD,rhaD,1
rhaD,20,D3,-1,rhaD,rhaD,NA,NA,rhaD,1
rhaS,20,C8,1,"rhaS,rhaR",NA,"rhaS,rhaR",rhaSR,NA,1
rhaT,20,B3,-1,rhaT,rhaT,NA,NA,NA,1
rhlB,18,C8,-1,rhlB,rhlB,NA,NA,NA,1
rhlE,6,G3,1,rhlE,rhlE,NA,NA,NA,1
rho,8,B10,1,rho,rho,NA,NA,rho,1
rhoL,8,B9,1,"rhoL,rho",NA,"rhoL,rho",rhoL-rho,rho,1
rhsA,6,D8,1,"rhsA,yibA",NA,"rhsA,yibA",rhsA-yibA,NA,1
rhsB,2,E4,1,rhsB,rhsB,NA,NA,NA,1
rhsD,8,E4,1,"rhsD,ybbC,ylbH,ybbD",NA,"rhsD,ybbC,ylbH,ybbD",rhsD-ybbC-ylbH-ybbD,ybbC,1
rhsE,8,A4,1,"rhsE,ydcD",rhsE,"rhsE,ydcD",rhsE-ydcD,NA,1
rhtB,7,A2,-1,rhtB,rhtB,NA,NA,NA,1
ribA,9,E4,-1,ribA,ribA,NA,NA,NA,1
ribB,18,C6,-1,"sroG,ribB",ribB,"sroG,ribB",sroG-ribB,NA,1
ribC,18,A5,1,ribE,ribE,NA,NA,ribE,1
ribE,16,D4,-1,ribC,ribC,NA,NA,NA,1
rihA,14,D11,-1,rihA,rihA,NA,NA,NA,1
rihC,1,A1,1,rihC,rihC,NA,NA,NA,1
rimJ,19,H4,1,rimJ,rimJ,NA,NA,NA,1
rimL,19,F9,1,rimL,rimL,NA,NA,NA,1
rlmB,8,B11,1,rlmB,rlmB,NA,NA,rlmB,1
rluB,14,F5,1,rluB,rluB,NA,NA,NA,1
rluC,10,C7,1,rluC,rluC,NA,NA,NA,1
rluD,9,E6,-1,"rluD,yfiH",NA,"rluD,yfiH",rluD-yfiH,NA,1
rluE,2,B2,-1,"rluE,nudJ",NA,"rluE,nudJ",rluE-nudJ,NA,1
rluF,10,H2,1,rluF,rluF,NA,NA,NA,1
rmf,19,F4,1,rmf,rmf,NA,NA,NA,1
rmuC,12,H4,1,rmuC,rmuC,NA,NA,NA,1
rna,4,D8,-1,rna,rna,NA,NA,NA,1
rnd,4,D10,-1,rnd,rnd,NA,NA,NA,1
rne,4,G4,-1,rne,rne,NA,NA,NA,1
rnhA,13,A2,-1,rnhA,rnhA,NA,NA,NA,1
rnk,6,A7,-1,rnk,rnk,NA,NA,NA,1
rnt,4,E6,1,"rnt,lhr",NA,"rnt,lhr",rnt-lhr,NA,1
rob,13,B11,-1,rob,rob,NA,NA,NA,1
rof,8,G2,-1,"yaeP,rof",NA,"yaeP,rof",yaeP-rof,NA,1
rpe,1,H5,-1,rpe,rpe,NA,NA,rpe,1
rph,4,G9,-1,"rph,pyrE",NA,"rph,pyrE",rph-pyrE,NA,1
rpiA,1,H3,-1,rpiA,rpiA,NA,NA,NA,1
rplL,19,G6,1,rplL,rplL,NA,NA,NA,1
rplN,19,C9,-1,"rplN,rplX,rplE,rpsN,rpsH,rplF,rplR,rpsE,rpmD,rplO,secY,rpmJ",NA,"rplN,rplX,rplE,rpsN,rpsH,rplF,rplR,rpsE,rpmD,rplO,secY,rpmJ",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,NA,1
rplT,19,B10,-1,rplT,rplT,NA,NA,NA,1
rplY,19,F11,1,rplY,rplY,NA,NA,NA,1
rpmB,19,E12,-1,rpmB,rpmB,NA,NA,NA,1
rpmE,9,G7,1,rpmE,rpmE,NA,NA,NA,1
rpmI,19,B11,-1,rpmI,rpmI,NA,NA,NA,1
rpoD,20,D8,1,rpoD,rpoD,NA,NA,rpoD,1
rpoE,20,G4,-1,"rpoE,rseA,rseB,rseC",NA,"rpoE,rseA,rseB,rseC",rpoE-rseABC,NA,1
rpoH,20,F2,-1,rpoH,rpoH,NA,NA,NA,1
rpoS,20,F12,-1,rpoS,rpoS,NA,NA,rpoS,1
rpsA,19,F8,1,rpsA,rpsA,NA,NA,rpsA,1
rpsB,9,F11,1,"tff,rpsB,tsf",rpsB,"tff,rpsB,tsf",tff-rpsB-tsf,tsf,1
rpsG,19,F2,-1,rpsG,rpsG,NA,NA,rpsG,1
rpsJ,19,E11,-1,"rpsJ,rplC,rplD,rplW,rplB,rpsS,rplV,rpsC,rplP,rpmC,rpsQ",NA,"rpsJ,rplC,rplD,rplW,rplB,rpsS,rplV,rpsC,rplP,rpmC,rpsQ",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,NA,1
rpsL,19,C1,-1,"rpsL,rpsG,fusA,tufA",NA,"rpsL,rpsG,fusA,tufA",rpsLG-fusA-tufA,"rpsG,tufA",1
rpsM,19,C8,-1,"rpsM,rpsK,rpsD,rpoA,rplQ",NA,"rpsM,rpsK,rpsD,rpoA,rplQ",rpsMKD-rpoA-rplQ,NA,1
rpsO,19,C5,-1,rpsO,rpsO,NA,NA,NA,1
rpsP,19,C4,-1,"rpsP,rimM,trmD,rplS",NA,"rpsP,rimM,trmD,rplS",rpsP-rimM-trmD-rplS,NA,1
rpsT,20,H7,-1,rpsT,rpsT,NA,NA,NA,1
rpsU,19,H5,1,"rpsU,dnaG,rpoD",NA,"rpsU,dnaG,rpoD",rpsU-dnaG-rpoD,rpoD,1
rrfB,19,G5,1,NA,NA,NA,NA,NA,2
rrfC,19,G1,1,NA,NA,NA,NA,NA,2
rrfD,19,C6,-1,NA,NA,NA,NA,NA,2
rrfE,19,G7,1,NA,NA,NA,NA,NA,2
rrfG,19,B12,-1,NA,NA,NA,NA,NA,2
rrfH,19,F7,1,NA,NA,NA,NA,NA,2
rrlA,19,G3,1,rrlA,rrlA,NA,NA,rrlA,1
rrlB,19,G8,1,rrlE,rrlE,NA,NA,rrlE,1
rrlD,19,C7,-1,rrlD,rrlD,NA,NA,rrlD,1
rrlE,19,G9,1,rrlE,rrlE,NA,NA,rrlE,1
rrlG,19,F1,-1,rrlG,rrlG,NA,NA,rrlG,1
rrlH,19,F6,1,rrlA,rrlA,NA,NA,rrlA,1
rrmA,17,G5,-1,rlmA,rlmA,NA,NA,NA,1
rrnA,19,G2,1,"rrsA,ileT,alaT,rrlA,rrfA",NA,"rrsA,ileT,alaT,rrlA,rrfA",rrsA-ileT-alaT-rrlA-rrfA,"ileT,rrlA",1
rrnB,19,G4,1,"rrsB,gltT,rrlB,rrfB",NA,"rrsB,gltT,rrlB,rrfB",rrsB-gltT-rrlB-rrfB,NA,1
rrnC,19,H6,1,"rrsC,gltU,rrlC,rrfC",NA,"rrsC,gltU,rrlC,rrfC",rrsC-gltU-rrlC-rrfC,NA,1
rrnD,20,A4,-1,"rrsD,ileU,alaU,rrlD,rrfD,thrV,rrfF",NA,"rrsD,ileU,alaU,rrlD,rrfD,thrV,rrfF",rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF,rrlD,1
rrnG,19,C2,-1,"rrsG,gltW,rrlG,rrfG",NA,"rrsG,gltW,rrlG,rrfG",rrsG-gltW-rrlG-rrfG,rrlG,1
rrnH,19,F5,1,"rrsH,ileV,alaV,rrlH,rrfH",NA,"rrsH,ileV,alaV,rrlH,rrfH",rrsH-ileV-alaV-rrlH-rrfH,NA,1
rsd,19,H12,-1,rsd,rsd,NA,NA,NA,1
rssA,16,D11,1,"rssA,rssB",NA,"rssA,rssB",rssAB,rssB,1
rssB,4,E5,1,rssB,rssB,NA,NA,rssB,1
rstA,4,H4,1,"rstA,rstB",NA,"rstA,rstB",rstAB,NA,1
rsuA,8,F11,-1,rsuA,rsuA,NA,NA,NA,1
rumA,6,A2,-1,rlmD,rlmD,NA,NA,NA,1
ruvA,20,D7,-1,"ruvA,ruvB",NA,"ruvA,ruvB",ruvAB,NA,1
sanA,13,F12,1,"sanA,yeiS",NA,"sanA,yeiS",sanA-yeiS,NA,1
sapA,14,H7,-1,"sapA,sapB,sapC,sapD,sapF",NA,"sapA,sapB,sapC,sapD,sapF",sapABCDF,NA,1
sbcB,10,G7,1,sbcB,sbcB,NA,NA,NA,1
sbmA,14,B3,1,"sbmA,yaiW",NA,"sbmA,yaiW",sbmA-yaiW,yaiW,1
sbmC,12,E12,-1,sbmC,sbmC,NA,NA,NA,1
sdaA,2,F7,1,sdaA,sdaA,NA,NA,NA,1
sdhC,2,A9,1,"sdhC,sdhD,sdhA,sdhB,sucA,sucB,sucC,sucD",NA,"sdhC,sdhD,sdhA,sdhB,sucA,sucB,sucC,sucD",sdhCDAB-sucABCD,sucA,1
secA,13,F6,1,secA,secA,NA,NA,secA,1
secB,13,F5,-1,secB,secB,NA,NA,NA,1
secE,13,C4,1,"secE,nusG",NA,"secE,nusG",secE-nusG,NA,1
secM,1,A5,1,"secM,secA,mutT",NA,"secM,secA,mutT",secMA-mutT,"secA,mutT",1
selA,10,B12,-1,"selA,selB",NA,"selA,selB",selAB,NA,1
selC,15,H7,1,selC,selC,NA,NA,NA,1
selD,10,B9,-1,selD,selD,NA,NA,selD,1
seqA,10,A2,1,"seqA,pgm",NA,"seqA,pgm",seqA-pgm,NA,1
serA,2,C3,-1,serA,serA,NA,NA,NA,1
serA,6,C3,-1,serA,serA,NA,NA,NA,1
serA,10,C3,-1,serA,serA,NA,NA,NA,1
serA,17,C3,-1,serA,serA,NA,NA,NA,1
serA,19,C3,-1,serA,serA,NA,NA,NA,1
serA,4,C3,-1,serA,serA,NA,NA,NA,1
serA,20,C3,-1,serA,serA,NA,NA,NA,1
serA,1,C3,-1,serA,serA,NA,NA,NA,1
serA,18,C3,-1,serA,serA,NA,NA,NA,1
serA,1,F4,-1,serA,serA,NA,NA,NA,1
serA,15,C3,-1,serA,serA,NA,NA,NA,1
serA,14,C3,-1,serA,serA,NA,NA,NA,1
serA,9,C3,-1,serA,serA,NA,NA,NA,1
serA,5,C3,-1,serA,serA,NA,NA,NA,1
serA,13,C3,-1,serA,serA,NA,NA,NA,1
serA,3,C3,-1,serA,serA,NA,NA,NA,1
serA,8,C3,-1,serA,serA,NA,NA,NA,1
serA,7,C3,-1,serA,serA,NA,NA,NA,1
serA,11,C3,-1,serA,serA,NA,NA,NA,1
serA,16,C3,-1,serA,serA,NA,NA,NA,1
serA,12,C3,-1,serA,serA,NA,NA,NA,1
serB,1,C8,1,"serB,radA,nadR",NA,"serB,radA,nadR",serB-radA-nadR,NA,1
serC,1,A9,1,"serC,aroA",NA,"serC,aroA",serC-aroA,NA,1
serU,8,F7,-1,serU,serU,NA,NA,NA,1
serW,8,D5,-1,serW,serW,NA,NA,NA,1
serX,8,F5,-1,serX,serX,NA,NA,NA,1
setA,15,H6,1,"sgrS,sgrT,setA",setA,"sgrS,sgrT,setA",sgrST-setA,NA,1
setB,2,A5,1,setB,setB,NA,NA,NA,1
sfmA,7,F11,1,sfmA,sfmA,NA,NA,NA,1
sfmC,7,D7,1,"sfmC,sfmD",NA,"sfmC,sfmD",sfmCD,NA,1
sgcC,5,G4,-1,NA,NA,NA,NA,NA,1
shiA,16,G7,1,shiA,shiA,NA,NA,NA,1
sieB,5,B12,1,sieB,sieB,NA,NA,NA,1
sirA,4,A8,-1,tusA,tusA,NA,NA,NA,1
skp,10,C2,1,skp,skp,NA,NA,skp,1
slp,18,E2,1,"slp,dctR",NA,"slp,dctR",slp-dctR,NA,1
slt,14,C1,1,slt,slt,NA,NA,NA,1
slyA,13,H12,-1,slyA,slyA,NA,NA,NA,1
slyB,4,H5,1,slyB,slyB,NA,NA,NA,1
slyD,9,B2,-1,slyD,slyD,NA,NA,NA,1
slyX,8,H3,1,slyX,slyX,NA,NA,NA,1
smf,9,C4,-1,smf,smf,NA,NA,NA,1
smf_2,9,E10,-1,NA,NA,NA,NA,NA,1
smpA,17,C5,1,bamE,bamE,NA,NA,NA,1
smpB,19,D10,1,smpB,smpB,NA,NA,NA,1
smtA,5,D12,1,"cmoM,mukF,mukE,mukB",NA,"cmoM,mukF,mukE,mukB",cmoM-mukFEB,NA,1
sodA,20,E11,1,sodA,sodA,NA,NA,NA,1
sodB,12,G11,1,sodB,sodB,NA,NA,NA,1
sodC,13,E9,-1,sodC,sodC,NA,NA,NA,1
sohA,3,C12,1,"prlF,yhaV",NA,"prlF,yhaV",prlF-yhaV,NA,1
sohB,3,E5,1,sohB,sohB,NA,NA,NA,1
solA,7,C12,-1,"solA,yceO",NA,"solA,yceO",solA-yceO,NA,1
somA,2,G5,-1,ybjX,ybjX,NA,NA,NA,1
soxR,13,C2,1,soxR,soxR,NA,NA,NA,1
soxS,6,A3,-1,soxS,soxS,NA,NA,NA,1
speB,6,B6,-1,speB,speB,NA,NA,NA,1
speC,6,H11,-1,speC,speC,NA,NA,NA,1
speE,6,A5,-1,speE,speE,NA,NA,NA,1
speF,11,E7,-1,"speF,potE",NA,"speF,potE",speF-potE,NA,1
sppA,12,D10,1,sppA,sppA,NA,NA,NA,1
spr,5,C1,1,mepS,mepS,NA,NA,NA,1
spy,17,G2,-1,spy,spy,NA,NA,NA,1
sraB,15,G8,NA,NA,NA,NA,NA,NA,NA
srlA,17,D3,1,NA,NA,NA,NA,NA,0
srlR,3,D4,1,srlR,srlR,NA,NA,NA,1
srmB,8,B2,1,srmB,srmB,NA,NA,NA,1
ssb,20,H12,1,ssb,ssb,NA,NA,NA,1
